,Sales,Production,Taxes Paid on Production,Used Input Costs,Bought Input Costs,Operating Surplus,Wages,Inventory Changes,Profits,Capital Bought,Household Consumption,Government Consumption,Taxes on Products,Imports,Exports,PPI,CPI,CFPI,Gross Output,Unemployment Rate,Consumption Expansion Loan Debt,Mortgage Debt,Central Bank Policy Rate,Exchange Rate USD to LCU,Firm Input Emissions,Firm Capital Emissions,Household Consumption Emissions,Household Investment Emissions,Government Emissions,Firm Input Emissions Coal,Firm Capital Emissions Coal,Household Consumption Emissions Coal,Household Investment Emissions Coal,Government Emissions Coal,Firm Input Emissions Gas,Firm Capital Emissions Gas,Household Consumption Emissions Gas,Household Investment Emissions Gas,Government Emissions Gas,Firm Input Emissions Oil,Firm Capital Emissions Oil,Household Consumption Emissions Oil,Household Investment Emissions Oil,Government Emissions Oil,Firm Input Emissions Refined Products,Firm Capital Emissions Refined Products,Household Consumption Emissions Refined Products,Household Investment Emissions Refined Products,Government Emissions Refined Products,Household Consumption Carbon Tax,Household Investment Carbon Tax,Firm Inputs Carbon Tax,Firm Capital Carbon Tax
24,678086151981.6019,692623524649.9882,17835998926.375942,341337838935.6222,340701185261.5632,32761893062.68289,303841387848.8913,3876097290.5394726,13249887397.873142,57531478863.24159,220361819779.32724,95552612031.29929,22152186817.728897,120898998378.73294,78975694075.85902,0.9055073501602574,0.8989359232185073,0.870860900560836,695922150907.9779,0.06382978723404255,0.0,365471533132.26215,0.011947799144490283,1.104747132,82115224.54945508,1678985.206935765,18453485.608086295,219551.3183529509,40260079.14681524,25444071.573448054,235287.5363977585,1026797.9703987341,58165.89085950023,206526356.47394744,7378065.672542341,60826.83729947138,3249099.324019823,34531.92620100822,66896644.46566849,13299043.939503446,1090749.7698463786,413759.1722383497,5585.824164647981,39900022.3180907,35994043.36396122,292121.06339215615,13763829.141429389,121267.67712779451,44445265.43694174,1845329867.2549863,21954909.42775463,8211439271.454452,167896819.86584678
25,649173559309.3625,688111376785.0048,17866825363.672695,328839676451.94855,328141285552.56976,32731700867.399376,287571355552.7179,3458957007.238,16226677836.411865,56238782526.89738,208734237612.73474,94492938629.49544,21325940734.354385,115031687863.38141,71296998223.23143,0.8723473958306287,0.8579375768516372,0.8519791125501293,667040384673.0353,0.06437534097108565,0.0,361664537995.4678,0.011947799144490283,1.104747132,86838141.90357842,1772168.3595716404,19003056.462224424,382058.86942114594,48235003.92378626,26967214.40734623,251216.63844627907,1025846.3529174275,58046.90888983154,251665783.11343235,7300510.037936966,60399.375315565274,3269883.638066919,176709.24422746987,75812489.23078759,13942796.927896801,1145963.0492220498,410665.09213177196,21881.41381985515,47842937.200368054,38627620.53039842,314589.2965877465,14296661.379108306,125421.30248398935,54626803.070733644,1900293970.3410156,38205652.19703207,8683760835.159418,177215747.09929132
26,627841916359.24,684761317417.5704,17746739204.751915,318546113911.50195,317974242767.9295,29964453011.267597,279451435595.39124,8042929919.996068,16993536501.915325,55407260116.754845,203058285233.45947,86920540762.64949,20329534253.78611,111413795515.04597,67494529391.92682,0.8508881421959447,0.8334652720749385,0.8408881475828741,645588655563.992,0.06328423349699945,0.0,357857542858.67334,0.011947799144490283,1.104747132,89546545.19391635,1874662.8168254416,18828558.37655552,682997.7126634939,51828577.63037064,27735541.8413787,260851.8620090922,997377.150494845,56497.017630019414,262086272.27011168,7345490.293154356,60823.38941083963,3382045.9846529923,481790.6317989887,76569090.36848913,14918573.203725139,1229865.1285397336,403657.35946557124,21447.026459888366,51496684.409203745,39546939.85565816,323122.43686577544,14045477.881942112,123263.03677459755,56273447.01277536,1882848820.9048722,68299516.73679015,8954621148.499966,187465583.06073087
27,640471673462.5532,675277530088.7804,17564101501.69277,325343530426.3543,324682506948.0256,27405985911.849022,287904794827.4089,8563011258.971364,14334419599.501915,58686564644.6063,206179872491.40378,80633929222.36208,21407023158.33603,113311830961.89828,72716014842.53323,0.8794293839107407,0.8619599990326148,0.893783799694908,658035774964.246,0.06437534097108565,0.0,354050547721.8789,0.011947799144490283,1.104747132,83261567.74515468,1791079.7602381003,16648111.434717692,268475.4305922612,55192356.1970885,26100512.127214704,249622.5709056098,903844.9667995278,51113.3578806297,276417477.09693086,7118861.308467254,59093.988448691154,3113263.78888067,90038.11795069146,81989358.2995595,14451875.392486699,1189762.7985843625,379444.35591161984,20091.93633309617,54905200.27742894,35590318.916986026,292600.4022994365,12251558.323125876,107232.0184278439,56162009.210310645,1664807380.4501846,26847482.37493504,8326137954.658463,179107571.1807848
28,671997731501.2819,666235530088.9045,17338470075.241226,343372724129.03674,342721858965.19165,25820569374.4355,303030069424.26117,2578426755.6635027,13411196605.069195,60740909841.01742,222675090095.46643,82546599739.70528,22057592022.29356,118278117554.75705,77066651240.78625,0.9337570069097946,0.9138093489862237,0.9303622263434104,689336201576.5231,0.06601200218221495,0.0,350243552585.0846,0.011947799144490283,1.104747132,78370865.90319051,1667915.921877902,17817292.165678494,225954.93001742498,54789581.81343565,23901746.765492383,232980.3778719705,944135.5267415706,53516.72369343562,278677311.05159605,6783751.551157588,56265.66661337618,3140041.3115649614,34503.14885348694,84325373.22347769,13295873.516082713,1093768.5520267677,397609.56889417104,21124.76305458347,54522924.96716808,34389494.070457846,284901.32536578766,13335505.758477788,116810.29441591894,59069433.541307546,1781726773.8899903,22595462.024246056,7837075845.9939785,166791363.52334136
29,700992666256.1436,663614558452.0476,17272543706.188446,360162261289.6218,359487484199.5907,24859544595.637497,316036786739.93695,2693866290.15308,12916051432.317406,61842629994.21986,227201727203.107,89105221498.06071,23225181352.4152,122735924368.95145,79331411902.01822,0.9752700514127794,0.9563297727571319,0.9579111030950807,718265209962.332,0.06492089470812876,0.0,346436557448.29016,0.011947799144490283,1.104747132,72978568.16249055,1555508.0511877795,17469889.61265082,641863.873765029,59059683.89974317,22444302.274720374,217128.9959839402,963903.1776310802,54555.5132675058,298807688.93572223,6308227.429607183,52147.42192656149,3174983.7228442426,452928.2472732881,89916485.65684746,12660096.684260713,1025421.945892593,393847.4663893976,20924.827660542433,58809569.46441007,31565941.77390229,260809.68738468486,12937155.2457861,113455.28556369273,62213370.91890392,1746987508.5935886,64186334.003678426,7297850747.871524,155550675.77381623
30,704106136842.2065,661618369168.0527,17609589572.54177,362857053713.97955,362274475744.27875,27088627251.570793,313823410010.3031,-2708723455.9734144,13645959805.922276,63895367460.39678,231865228415.3842,92715928716.21384,23817948355.670647,123134555748.46915,74719908889.8577,0.9833926130152384,0.9556500189684394,0.9915981570968602,721715726414.7483,0.06601200218221495,0.0,342629562311.4958,0.011947799144490283,1.104747132,72958638.42445669,1506307.802543849,18564196.295383006,658877.2741503159,62502802.44023374,22502546.14050363,217252.07865871303,1044207.8404952586,59085.79964496662,333660704.7172914,6446784.096378608,53236.87715058443,3186265.955339837,455046.5531743617,102443930.23404923,12039808.644596511,972503.6991508198,428762.5253775936,22782.711502628732,62244908.36569696,31969499.54297792,263315.1475837317,13904959.974170318,121962.20982835884,70097581.77948269,1856418693.2573998,65887694.18471028,7295860162.793794,150630704.28410298
31,721533765013.9878,664321530889.3108,17542785414.466084,372209900194.7615,371463476892.1063,30397316525.51752,318993352451.78436,4073930201.745739,16811697829.29169,64947274542.03562,234157535901.11255,88230882090.90839,24110162683.73402,125998315495.8075,80250637841.52121,1.0042530498384745,0.9694330974957702,1.006349420545636,739076550428.4539,0.06601200218221495,0.0,338822567174.70135,0.011947799144490283,1.104747132,70899520.20663781,1472107.1624169587,17636459.182729047,633466.3982475444,65589179.62884421,21944990.18944865,212520.43325633794,998930.3710923595,56480.17974314871,350076043.79756206,6405382.972836671,52825.17352430477,3087979.688087846,439832.5039500901,109027277.9924802,11709610.021462722,952147.0900401927,413941.58582687203,21997.0638762492,65363784.869551495,30839537.02288977,254614.4655961233,13135607.537721967,115156.65067805642,72699402.9405229,1763645378.7695258,63346620.44687033,7089949851.831007,147210671.2095962
32,716562072530.7598,660044403935.4219,17452706878.63512,369485398045.9887,368557051950.1579,28099411721.972073,319067341298.62976,-5564399175.148795,21660353435.197052,64121172567.23669,237886624790.77972,96906274030.5104,24262795320.834267,125043288399.42119,75135150168.45357,1.0039718269495728,0.9677248679187197,0.9918758646776046,734014779409.3949,0.06546644844517185,0.0,335015572037.907,0.011947799144490283,1.104747132,69992811.40034944,1406821.8375096081,18326898.32195445,479411.00239829574,73088467.04971041,21368439.957547422,209156.46201292088,1016834.5072488154,57453.17048321058,414394041.3610881,6298952.234865816,52234.13726450616,2933000.1750301365,277408.3600185254,129666915.0324944,10807188.23068198,882303.7800871629,418782.7561782843,22259.036404368417,72850376.84978056,31518230.97725422,263127.4581450187,13958280.883497214,122290.43549219135,90363793.80826169,1832689492.1597564,47941091.34487924,6999279841.394366,140682157.64890996
33,708382274128.1385,665087163270.0388,17710475933.76551,363751935413.976,362692897612.7259,32454876235.489243,311917693423.54297,-1159017326.064721,34467926819.23619,63770452325.06045,227647651796.84985,100289971674.98274,23660402000.87213,123376684872.09557,75388449905.0681,0.986211731409661,0.9436351507291588,0.9826432658449966,726092750061.904,0.06437534097108565,0.0,331208576901.11255,0.011947799144490283,1.104747132,70987854.45156671,1383853.764248394,17845878.493375346,320040.8119392443,73478542.52591105,21920841.043744862,213546.51673630913,1009840.8848020865,56897.79829922117,443012476.902582,6396069.502468263,53437.87285057625,2750870.0081914393,121496.10469539913,138900933.8605499,10385610.297653731,847361.4114308365,414079.01069601724,21956.340793216033,73259440.26413691,32285333.607699864,269507.96323067206,13671088.589685805,119690.56815140792,96912799.32311541,1784587648.508629,32004077.59233956,7098784646.293611,138385360.8516169
34,674402032737.9904,666049275380.6561,17446746757.41047,348227566725.4946,347317139765.91656,26327720063.231384,300110475125.6194,-557056037.9385878,32778140840.532543,59828549504.698944,224880945198.54684,91902196879.73656,22892137506.22358,117673530950.28545,65921602743.406715,0.9399923624216805,0.9047839157589929,0.9159090984380234,691848779495.4009,0.06546644844517185,0.0,327401581764.31824,0.011947799144490283,1.104747132,74812017.62030482,1460106.7105911435,18841715.778677437,225250.1340018218,73500538.98628043,22425125.2310185,219927.98470065728,1019112.3514434944,57457.38476036639,433860341.64567417,6947720.914573587,58332.03389509338,2876269.3218813585,28148.35722984893,144181359.4844144,10875796.905222941,891563.8703888329,443185.18919264997,12612.991268879781,73298209.81846543,34563374.569489785,290282.82160655974,14503148.916159933,127031.40074272669,99260593.04389712,1884171449.2616649,22525011.862714104,7481201251.393322,146010661.09300506
35,663732530941.1125,666471229017.8989,17383731485.104397,345071471481.30176,344293413524.9429,21359117429.65591,297364957302.4609,4288150230.933593,29459059683.989433,59557417253.84534,217869125203.70694,84046026293.14482,22613188724.826454,115829641584.42108,65666295933.17029,0.9236028033751534,0.8905963081281054,0.9093168199024417,681116262426.2169,0.06546644844517185,0.0,323594586627.5238,0.011947799144490283,1.104747132,76898927.18548477,1522354.8981398419,18558311.360974822,294088.4693973344,72666936.13620888,23249978.895488918,227688.75456477518,1008317.6076620336,56750.41576721368,421830680.7451766,6812375.509719592,57242.49490819741,2916764.502098611,90945.40017902723,132876345.08176053,11393266.437440215,938871.2441107575,412380.7681564274,21892.52406440364,72489326.97896679,35443306.34283603,298552.4045561119,14220848.483057752,124500.12938668988,95874525.1732142,1855831059.267229,29408845.72222549,7689892400.191708,152235483.5115297
36,673789362727.2998,662407488977.9724,17661468474.58563,352894294236.7492,352085309210.89404,18974224073.458694,301643107427.6108,8454468333.111267,30329175928.212643,58993214216.20732,214341929247.47003,84420716064.03525,22481043985.68647,117293644314.38342,69924775151.83394,0.9418145728739523,0.9039889936541259,0.8985498813989448,691450831201.8854,0.06546644844517185,0.0,319787591490.7294,0.011947799144490283,1.104747132,76932521.15982296,1494752.6508048296,15675378.150478404,201837.96969088033,75722962.55262703,23630452.5655793,233176.61182631194,1001991.8229602573,56439.112455400886,468367423.14569765,6511211.779423896,54930.274511913245,55107.448407995704,0.0,138243907.1961467,10903915.200773343,902763.2629905046,393864.99229972414,20868.46848304015,75569581.70913573,35886941.614046425,303882.5014761003,14224413.886810426,124530.3887524393,105801897.40314259,1567537775.686979,20183796.46227306,7693251922.8048,149475261.32716033
37,666661307671.0625,654810670497.9882,17317924753.489132,351517935804.71136,350683324986.56165,14073836322.750244,301413079264.6975,678807198.5198928,29402611422.828354,57336736784.52958,220640843758.31204,80376780809.84712,22959769268.54413,116107469938.13931,69263459161.29684,0.9408964255039759,0.9041569937552204,0.8737299125925767,683979232424.5516,0.06710310965630115,0.0,315980596353.93506,0.011947799144490283,1.104747132,74154821.3267142,1496583.5424629508,15462157.574217359,202146.00411263335,75454722.01707393,23076483.76799022,228847.55941621657,1016823.1605689102,57498.93245111525,446074676.402742,6222797.661813098,52770.33115113535,0.0,0.0,128879440.14719792,11151547.417599259,927374.5877176634,401480.56463605276,21288.14989100361,75333461.38614357,33703992.47931162,287591.0641779356,14043853.849012397,123358.92177051451,97167883.30672023,1546215733.8729012,20214600.10339538,7415482019.733777,149658351.96700138
38,639450634754.3815,655045218837.5581,17033150555.008587,337580820549.13745,336792775966.6514,12498520695.23843,289656067708.48596,-3093104999.024545,32433130976.128136,53748992152.9347,222857902168.2149,72675250628.42651,22391514081.238297,112036197611.27457,64814914444.96645,0.9054139417666105,0.8778277407728465,0.8209449430372014,656483785309.39,0.06710310965630115,0.0,312173601217.1406,0.011947799144490283,1.104747132,76401875.58959174,1547341.2312064834,19542852.275734216,244813.75168380473,73018339.7309557,23489407.246353123,230698.7974713308,1054368.9655929087,59621.92181243236,418097526.91509163,6425985.53252044,54631.5046326032,3131788.7037097365,31530.70368930831,124053198.73073062,11580326.755775087,965512.839078159,427925.54105104017,22673.337653078135,72922536.8979515,34906156.05494311,296498.09002439084,14928769.065380532,130987.78852898593,93140858.89720137,1954285209.5208101,24481374.942235004,7640187488.383327,154734121.69129968
39,649110099740.0262,657606752427.2786,17203612603.006268,342514183097.7796,341847934406.014,12986134703.985233,293439319890.26373,7118949555.943215,33368996927.034065,55355719875.59789,217782420267.59946,65854250357.68519,22259131703.505302,113929982600.12357,71170196880.90044,0.9152238026161753,0.888323795267182,0.8467944904443339,666313712343.0325,0.06764866339334424,0.0,308366606080.34625,0.011947799144490283,1.104747132,77558780.1306453,1596982.8976565972,18448096.088174663,258920.30390889573,72314105.7063528,23456140.564630214,228282.35713056015,971647.7537868858,54696.42287093587,389836176.23831147,6382250.416426921,54131.62818812319,3061783.236815029,60916.19315884955,115822628.82040927,12234412.215811627,1014993.3425817413,392965.5090385949,20749.227862741296,72234460.20715496,35485976.93377655,299575.56975617306,14021699.58853415,122558.460016369,88675215.94777326,1844809598.4813735,25892030.245821796,7755877969.609924,159698288.87090272
40,643676390967.9312,649791294806.0524,16740037026.879894,340091009138.39624,339510784043.85864,10607356795.87904,293441600609.78217,408308226.33189857,32163812915.739372,56892198858.050514,221696860017.15698,63761464062.472206,22310596800.90665,113404759187.10422,70329146132.48717,0.9182483325857725,0.8882079856651519,0.8690919691087543,660416427994.811,0.06873977086743044,0.0,304559610943.5518,0.011947799144490283,1.104747132,75754306.20437068,1619065.8934647369,19188410.622460283,246577.61473648716,72196854.92954862,22385950.728719905,222447.80009206448,999073.5119577212,56380.0614322175,367864631.92176443,6337904.281356268,53997.57946863989,3277472.746345074,41192.85407215587,111883681.80591214,12590867.972718434,1046690.316598761,412447.9348066092,21835.319864056735,72135587.60262285,34439583.22157607,295930.197305271,14499416.429350879,127169.37936805707,84827227.73682033,1918841055.7252924,24657761.38985504,7575430594.693726,161906588.79627174
41,626385777530.4974,649323205353.2416,16569500651.162153,333703341722.6236,333213449854.6005,6726188711.63628,286126783471.9553,469256348.993639,33025925641.67776,53210964122.0679,220332839712.46835,59480813407.04905,21758331430.2845,110802531642.70743,66664293401.723816,0.8956429176791256,0.8637108219911459,0.814743504066425,642955278181.6595,0.07037643207855974,0.0,300752615806.75745,0.011947799144490283,1.104747132,75876634.10072814,1673238.4173475122,15491985.865122529,201009.3434752873,75464027.18051074,22366022.560916368,222045.35125986882,997027.5145965936,56100.846861653445,363395861.2789558,6389525.633018572,54311.314375131966,0.0,0.0,111368185.06845757,13347143.95446254,1105677.6023537312,408679.20591984654,21601.641811676385,75411616.71163148,33773941.95233068,291204.1493587803,14086279.14460609,123306.8548019575,82607964.48392737,1549198583.3191166,20100934.30609762,7587663394.433475,167323841.3898711
42,623353811739.4697,648175793386.8685,16438683865.258333,331867741282.0494,331325973661.1066,9945742834.792347,281671144408.53174,1529664930.1114113,40859603366.60385,52698339970.73125,213392138360.42764,59884297808.62691,21677306524.89447,110277745723.05682,69893330587.32275,0.890009659084522,0.8553652716688535,0.808278389376101,639792495604.728,0.07146753955264594,0.0,296945620669.963,0.011947799144490283,1.104747132,75718450.21626016,1699830.2037426436,14757647.379108181,192943.58444302,76001687.10955101,22926886.163183995,226920.84502972692,991556.1493405334,55661.364832907886,363900718.9401664,6251807.185770124,53249.37256900484,0.0,0.0,106993046.50292018,13765787.502706774,1136520.7050845567,389119.6186543064,20526.05834022685,75955166.70184779,32773969.364599295,283139.2810593552,13376971.611113343,116756.16126988524,78703621.54554537,1475764736.0658865,19294358.4201811,7571845012.160052,169983020.1617596
43,595656273068.7162,647076583002.8573,16313546740.62165,318159930250.48804,317687341814.48956,6159738785.417461,271461741157.4474,-889322589.6021956,41542068339.18869,49692740806.042274,215090122025.94653,45535111431.887115,21316971385.192886,105237136054.50046,68293991047.260124,0.8495337284233645,0.8267642650204485,0.7649661629038748,611969819809.3379,0.07037643207855974,0.0,293138625533.16864,0.011947799144490283,1.104747132,79711797.9191333,1867497.059450908,19267077.137150478,374923.64792216173,72569218.32031988,23937472.00052633,236991.19627578143,1028104.1815720681,57797.667958994585,321512620.25272995,6310804.469998479,53679.4965948402,3789771.728013313,173655.1891263883,91244518.43402524,15552256.34709943,1283094.4016829152,396855.3701960842,20921.03211348149,72543059.74813473,33911265.10150906,293731.96489737154,14052345.857369013,122549.75872329739,69072168.79081146,1926707712.25411,37492364.76378737,7971179785.869136,186749705.80348673
44,588103625810.0104,649600357481.5682,16369458026.121105,315629030718.35046,315153271052.718,7530796137.807629,264887887668.3527,2167628994.9560976,46378897473.7422,48924031902.96934,206523619275.376,46651354358.940765,20707953135.21822,103605703469.51132,67095481875.734215,0.8335593529050084,0.8075843042228686,0.7544908583276442,604473083836.1315,0.07146753955264594,0.0,289331630396.37427,0.011947799144490283,1.104747132,82364891.48088804,1921097.275191715,15423353.783419935,199847.57650621267,76369235.60818793,24978142.801961496,244942.6901839646,1011426.4260494573,56907.0730365807,340130824.0389618,6412130.906991318,54560.636783969625,0.0,0.0,94927813.04367486,15933424.351869723,1319274.2363212388,393385.0663066964,20712.319894090244,76346307.45531824,35041193.42006549,302319.711902542,14018542.291063778,122228.18357554174,72766928.45115297,1542335377.632665,19984757.641430166,8236489144.3007965,192109727.43081915
45,588197162624.8527,649576457019.6683,16121272204.96698,316596156150.9943,316276903650.0545,5451745915.96685,266397446379.0456,4253955415.81075,45690095745.97528,49323294997.86248,205482816587.0512,45803567326.80958,20538511672.19133,103826210890.4713,65997216852.44415,0.835607731813841,0.809568703478584,0.7580755327032624,604318434829.8196,0.06710310965630115,0.0,285524635259.57983,0.011947799144490283,1.104747132,80545745.88315341,1901258.9187711715,15098858.719251364,193178.00044234804,76364169.14971158,23427915.9993042,229345.97131726268,920238.0345063295,51864.743484154256,319745532.19423294,6537301.48785142,56164.728532743735,0.0,0.0,98109162.98257732,15727227.347077463,1314015.702520761,399641.3808549392,21054.503690556434,76345838.95237172,34853301.048920356,301732.516400404,13778979.303890098,120258.75326763734,72915784.75437798,1509885871.5039587,19317800.03884617,8054574586.068543,190125891.82408217
46,581911490590.7119,645924463702.9147,16046962784.428211,314438439853.401,314203973612.8128,578565591.9024429,266968794565.9472,579190345.9392841,48869400206.05795,46705683827.382,211061779946.74887,41360825411.64984,20651569851.536613,102752473632.03416,65204619395.93385,0.8279776786972213,0.8201313828888773,0.7200490671572118,597958453375.1401,0.06601200218221495,0.0,281717640122.78546,0.011947799144490283,1.104747132,81625975.64959006,1923232.0579715418,15804756.907386232,203807.3299459745,76614319.23864505,23866119.280070323,234000.08145475137,1001180.2995955695,56292.122366681055,324672216.98546696,6580684.216150669,57016.30762213032,0.0,0.0,99119874.68767741,15782382.471452236,1324674.33467558,411979.4274289375,21760.052201142636,76596634.43877035,35396789.68191682,307541.3342190801,14391597.180361722,125755.15537815078,73963709.22333771,1580475690.4712229,20380732.99114924,8162597563.577978,192323205.76461506
47,572069349960.8307,648012119914.3491,15897929760.993196,309425383257.39606,309134605876.0122,1116636696.7557602,261676363030.11383,-4604719539.231136,50947682096.326065,46058271964.93957,212266014426.37433,38556429351.97755,20591475558.4002,101317792955.33524,65902989135.967415,0.8144024989469539,0.8029781339402892,0.7117720715147671,587967279721.8239,0.06492089470812876,0.0,277910644985.991,0.011947799144490283,1.104747132,82390218.3039682,1937691.4688960456,19987713.185879625,376130.2597374397,64242569.11694075,23833139.33456154,229211.8448235374,987446.8478975527,55680.69833636533,263436079.05386725,6698330.395544622,57863.340751367745,3866171.202845194,169122.7327801581,83324792.0839099,15936731.921375627,1340986.7297371998,424426.242790881,22472.237948016977,64229438.44423552,35922016.65248643,309629.5535839408,14709668.892345997,128854.59067289927,61683168.50925732,1998771318.382851,37613025.969884165,8239021829.551342,193769146.8697202
48,574748978672.4006,652973357481.2063,16020860231.986238,311678305181.99194,311451933023.04034,2588145765.041065,260359597254.37454,760877262.516826,55235352859.69539,45997799299.37627,207358939743.2932,36027573425.665215,20439747865.521507,101876742746.27501,69197335547.12424,0.8100029776698933,0.798969349134078,0.708260523201638,590769838904.3868,0.06437534097108565,0.0,274103649849.1967,0.011947799144490283,1.104747132,82434061.02873537,1946137.482725172,18690878.662711255,736265.5540424893,55459162.91740205,25150168.8959825,240507.7973759163,1016495.7849356981,57096.20860258771,236527581.67342517,6896918.805967701,59827.118797755546,3775050.1781028723,539038.5101803968,73719648.55344307,16166031.22934296,1352847.1388741576,423618.41093541693,22382.466242639523,55446330.03430014,34220942.09744219,292955.427677343,13475714.288737267,117748.36901686518,49939046.92360512,1869087866.1547909,73626555.39966631,8243406102.3604555,194613748.26040417
49,580640447329.9381,654204975703.732,16194471111.612513,315527937984.20734,315388526200.45557,885875711.5843353,264053022754.5201,3842281681.0415535,55750176646.0473,45386644881.559006,206359118604.5371,32432658398.10403,20509008817.182636,103474038561.15656,75506535921.71382,0.8181715181754453,0.8048234067048482,0.6989135338201807,596834918441.5507,0.06382978723404255,0.0,270296654712.40228,0.011947799144490283,1.104747132,81766466.36161205,1890082.906857142,18224168.64053055,233256.08680865797,41858770.33205311,25425264.18624355,241956.6993321154,979791.8439214011,55095.196457428174,186966471.71448562,6852354.803024969,59155.84241564127,3544016.7289704294,40868.8016741146,57273834.70393392,15512138.43115374,1299519.2942035894,408269.62364152627,21572.19828522417,41848535.14542075,33976708.941189796,289451.07090579544,13292090.44399719,115719.89039189102,38769242.199657805,1822416863.984256,23325608.67998522,8176646635.852525,189008290.67857885
50,599141119345.123,650433154646.2385,15888318280.64119,326159614747.018,325965608702.349,600131659.6793938,272687525769.39688,1772159681.0513582,55089857965.462585,47011766645.6532,215721996046.51248,28207459164.415443,21207994830.797142,106537093793.21841,81270893752.44427,0.8470759230947399,0.8354952498444708,0.7289979311166491,615029437625.7643,0.06328423349699945,0.0,266489659575.60785,0.011947799144490283,1.104747132,76844535.62258658,1778346.2673680119,17926516.40827208,228281.1646220942,32145232.158021573,23469482.420893025,222543.84495470353,933475.6947258259,52627.953659685874,139982843.69187313,6583805.413572373,56809.759747864795,3512783.6890404983,39996.91159670503,44772847.365991004,14652393.933203807,1225987.3049587915,409071.41938910645,21652.561614838505,32137837.122752286,32138853.85491739,273005.3577066523,13071185.60511665,114003.73775086482,29765725.004455768,1792651640.786161,22828116.461686715,7684453562.082704,177834626.73272923
